transcript	gene	bp	covered_bp	all	syn	mis	non	rdt	css	frameshift
NM_177424	STX12	831	831	-4.97658573263	-5.55456138016	-5.15384041154	-6.37614541108	-7.65102687932	-6.51578025016	-6.27871166704
NM_144701	IL23R	1890	1890	-4.67164094184	-5.24384212077	-4.84492613681	-6.0533178246	-7.65843286061	-6.40068280525	-5.92185088665
NM_001005185	OR6N1	939	939	-4.93115358052	-5.47058569201	-5.09531005581	-6.58335014911	-7.60005671046	-7.73787410413	-6.22564709855
NM_001005278	OR6N2	954	954	-4.96111513244	-5.54905839342	-5.11581329599	-6.38600827106	-7.70983804567	-7.65251259094	-6.21876431612
NM_033055	HIAT1	1473	1473	-4.74491907712	-5.29377992617	-4.93915922536	-6.03747050355	-7.66272215681	-6.33252222644	-6.03010994398
NM_020141	TMEM167B	225	225	-5.48833421608	-6.00320274477	-5.68046401123	-7.11404724494	-7.60332720869	-7.17507562194	-6.84613017271
NM_001004472	OR10R2	1008	1008	-4.9285859085	-5.46462837666	-5.09072430047	-6.67787041601	-7.780812271	-7.81249846623	-6.19485215871
NM_007272	CTRC	807	807	-4.79415594309	-5.28592531718	-4.99322238171	-6.40256395578	-7.64961664322	-6.50691896059	-6.2914391561
NM_004799	ZFYVE9	4278	4278	-4.29908563644	-4.85918990834	-4.46945951438	-5.78529622853	-7.70250006605	-6.09214881071	-5.56707191058
NM_017526	LEPROT	396	396	-5.27761146695	-5.8332170908	-5.45044211693	-6.87197104306	-7.6897140438	-6.96024758136	-6.60061750489
NM_181885	RXFP4	1125	1125	-4.71232702012	-5.24798878759	-4.87832271525	-6.32383821421	-7.72597946953	-7.74610193902	-6.14716016837
NM_021133	RNASEL	2226	2226	-4.52593114176	-5.07344023076	-4.69730375462	-5.98789586577	-7.66969196806	-6.65930993058	-5.85078753082
NM_001005522	OR2T8	939	939	-4.82707045753	-5.3477307818	-4.9986649498	-6.4794046204	-7.70853366597	-7.72077918057	-6.22564709855
NM_001005471	OR2T6	927	927	-4.89355982171	-5.42207727086	-5.05968030725	-6.63354337537	-7.72634231285	-7.58114518873	-6.23123295668
NM_001004696	OR2T4	1047	1047	-4.86866314383	-5.42390649522	-5.02711158263	-6.49270558545	-7.65732795028	-7.60289178653	-6.17836600914
NM_001004697	OR2T5	948	948	-4.88413111209	-5.41687531895	-5.05315490811	-6.46309131242	-7.72630249116	-7.76039072259	-6.22150435348
NM_001004136	OR2T2	975	975	-4.85654647344	-5.39750848946	-5.01796214816	-6.55897252403	-7.71177853366	-7.70474133419	-6.20930807512
NM_001005495	OR2T3	957	957	-4.88778878136	-5.40850816682	-5.06220356751	-6.46696894913	-7.67017411396	-7.78857255855	-6.21740075304
NM_030904	OR2T1	1110	1110	-4.87945383626	-5.4582948991	-5.03419739687	-6.36397493106	-7.70941428251	-7.63256700094	-6.15298971203
NM_001001959	OR11L1	969	969	-4.87966142075	-5.41510898047	-5.04901918791	-6.42233591923	-7.72629942159	-7.73742078118	-6.21198891377
NM_018122	DARS2	1938	1938	-4.60513479981	-5.21841096544	-4.77527116185	-5.89286549276	-7.78170611451	-6.15361845704	-5.91095891811
NM_001145454	STMN1	525	525	-5.28525887069	-5.96273839045	-5.44836837999	-6.37872285721	NA	-6.93652980816	-6.47815338741
NM_000757	CSF1	1665	1665	-4.62642225411	-5.14183254762	-4.80991344241	-6.20673540846	-7.65861055995	-6.54075736753	-5.97689845298
NM_014765	TOMM20	438	438	-5.17620145721	-5.75693955163	-5.38734072445	-6.31079101628	-7.6002900726	-6.51989051017	-6.55683858032
NM_001204088	C1orf151-NBL1	588	588	-5.08749315616	-5.54971556921	-5.294273548	-6.77250463812	NA	-6.96702944601	-6.42893536474
NM_005872	BCAS2	678	678	-5.02494534611	-5.61051962792	-5.21327798547	-6.22396520098	-7.74881824585	-6.59256954935	-6.36708299695
NM_052934	SLC26A9	2376	2376	-4.4052574943	-4.89695708832	-4.60182202277	-6.11608610279	-7.72263041779	-6.06761614179	-5.82246625451
NM_021948	BCAN	2736	2736	-4.27939467105	-4.79948476424	-4.46374150432	-5.75323149503	-8.15158214121	-6.26937935119	-5.76119659777
NM_015441	OLFML2B	2253	2253	-4.38723340447	-4.88839929942	-4.58168107076	-5.85098904576	-7.68249877387	-6.35937530153	-5.8455514991
NM_014654	SDC3	1329	1329	-4.66819061101	-5.15894608239	-4.8504419923	-6.60272135472	-7.6925955431	-6.81576663294	-6.07478770988
NM_001256399	ELOVL1	840	840	-4.91401985208	-5.50473361479	-5.08166434284	-6.31039366326	-7.74534131935	-6.57152725037	-6.27403340476
NM_004038	AMY1A	1536	1536	-4.70178682964	-5.33152865052	-4.86739840865	-5.91067418875	-7.83180264101	-6.40228975276	-6.01192147512
NM_001008219	AMY1C	1536	1536	-4.70178682964	-5.33152865052	-4.86739840865	-5.91067418875	-7.83180264101	-6.40228975276	-6.01192147512
NM_001008218	AMY1B	1536	1536	-4.70178682964	-5.33152865052	-4.86739840865	-5.91067418875	-7.83180264101	-6.40228975276	-6.01192147512
NM_015871	ZNF593	405	405	-5.18466888158	-5.70414588844	-5.39046160176	-6.56728346347	-7.68236325434	-6.70139928292	-6.59085766761
NM_014571	HEYL	987	987	-4.82428417454	-5.36151075851	-5.00661380817	-6.21451645776	NA	-6.7496833531	-6.20399553815
NM_183059	RD3	588	588	-4.88437090239	-5.41804290713	-5.05288184167	-6.50401513816	-7.69871862356	-7.35067164407	-6.42893536474
NM_006314	CNKSR1	2142	2142	-4.46074143458	-5.01253178426	-4.64793463593	-5.8559689076	-7.68236375599	-6.00392448806	-5.86749322432
NM_001134479	LRRC8D	2577	2577	-4.48613865589	-5.03404463382	-4.65577828006	-5.89416760184	-7.88468851963	-7.65725114698	-5.78719827227
NM_032270	LRRC8C	2412	2412	-4.51684466536	-5.08072853722	-4.68381003072	-5.8728882212	-7.68883951076	-7.34613247229	-5.81593538735
NM_015350	LRRC8B	2412	2412	-4.51768553483	-5.05508171592	-4.69038131506	-5.96236049209	-7.71085759174	-7.3705782999	-5.81593538735
NM_031944	MIXL1	699	699	-4.98730945633	-5.48502889364	-5.16780441713	-6.77587727338	-7.77769291371	-7.35643918128	-6.35383551507
NM_005955	MTF1	2262	2262	-4.51026624967	-5.04021140965	-4.69647142188	-5.90876750664	-7.7256957059	-6.39753011795	-5.84382009023
NM_007358	MTF2	1782	1782	-4.65850025742	-5.2896122404	-4.81753738179	-6.01591633285	-7.68283342407	-6.21208023456	-5.94740499112
NM_005684	GPR52	1086	1086	-4.83298179651	-5.4393836045	-4.98299037336	-6.20708779479	-7.78182073145	-7.76348889349	-6.16248286557
NM_020485	RHCE	1254	1254	-4.70602911366	-5.20218888173	-4.90592939606	-6.35618420541	-7.89518302784	-6.27732366983	-6.10001515433
NM_015913	TXNDC12	519	519	-5.13460848369	-5.69204160474	-5.32230867113	-6.59291888458	-7.81436316671	-6.56684426935	-6.48314533297
NM_145257	C1orf96	813	813	-4.92745078121	-5.41606992623	-5.13837742384	-6.21341900572	-7.8831015778	-7.06873006531	-6.28822214523
NM_001003665	C1orf95	426	426	-5.18182672109	-5.67619426104	-5.37023420656	-6.91310031588	-7.72873443902	-7.17266040461	-6.56890309172
NM_001134734	C1orf94	1797	1797	-4.75099667026	-5.26271168489	-4.94418990723	-6.17816991747	-7.69143299739	-6.64647808192	-5.94376461371
NM_001040619	ATF3	408	408	-5.19944643493	-5.73752666159	-5.40357122408	-6.37106708739	-7.60097615641	-7.05324000603	-6.58765252773
NM_022367	SEMA4A	2286	2286	-4.44415235213	-4.97048632768	-4.62789602511	-6.00046441994	-7.88482586001	-6.16051255829	-5.83923646476
NM_003713	PPAP2B	936	936	-4.76646524477	-5.28716731729	-4.9474797282	-6.36267050018	-7.69138617587	-6.65882477221	-6.22703684208
NM_020205	OTUD7B	2532	2532	-4.4458277901	-5.02058678258	-4.61319575623	-5.83988561868	-7.74966438156	-6.34096358956	-5.79484898948
NM_016002	SCCPDH	1290	1290	-4.79233756605	-5.33863015011	-4.97528441737	-6.43678782194	-7.86405475044	-6.23607151167	-6.08772298052
NM_001200050	NPL	906	906	-5.04474981227	-5.59557036319	-5.2289855377	-6.64256171438	-7.69364000058	-6.47745790482	-6.24118449314
NM_001100	ACTA1	1134	1134	-4.51434041268	-4.95416691074	-4.72757404297	-6.29299462819	-7.67891065579	-6.64371200318	-6.14369963626
NM_002826	QSOX1	2244	2244	-4.51059140811	-5.05085998012	-4.69337544782	-5.91388631811	-7.74870308154	-6.32829809583	-5.84728983824
NM_001159642	BNIPL	828	828	-4.88710649712	-5.53301000436	-5.04089480084	-6.19261313951	-7.59250377721	-6.57006667261	-6.28028235404
NM_000437	PAFAH2	1179	1179	-4.74454837886	-5.34906513296	-4.90437703342	-6.19182159835	-7.69139084816	-6.39292142679	-6.12679888573
NM_080738	EDARADD	618	618	-5.04184371481	-5.59678869017	-5.22166036696	-6.4843737125	-7.67914770968	-6.69985346172	-6.40732421573
NM_004700	KCNQ4	2088	2088	-4.36282186846	-4.87678604641	-4.54399471262	-6.08515587609	-7.74516843612	-6.17249871764	-5.87858219649
NM_015207	OTUD3	1197	1197	-4.85367928558	-5.4299174058	-5.02946159329	-6.19193388995	-7.68161274358	-6.54908518405	-6.12021854041
NM_001143888	BSDC1	1344	1344	-4.71128891987	-5.22229319348	-4.90258841467	-6.26259169117	NA	-6.41331764621	-6.0699134221
NM_018240	KIRREL	2274	2274	-4.45993381363	-4.99638219764	-4.63812674707	-5.96817539533	-7.69097658081	-6.30872906092	-5.84152223047
NM_022051	EGLN1	1281	1281	-4.69523684053	-5.17743446767	-4.89539434452	-6.21721716974	-7.67916348124	-6.75512613192	-6.09076356108
NM_000562	C8A	1755	1755	-4.60514705913	-5.18206462807	-4.77701918062	-5.96798048466	-7.74512310866	-6.35393061124	-5.95403557002
NM_005427	TP73	1911	1911	-4.40917716604	-4.88995333508	-4.6064220379	-6.1246496171	NA	-6.22639043299	-5.91705200377
NM_003783	B3GALT2	1269	1269	-4.80359106436	-5.43949187833	-4.95049292067	-6.07974837806	-7.69122131819	-7.6321252462	-6.09485106873
NM_175866	UHMK1	1260	1260	-4.7011219638	-5.21742920289	-4.88648407881	-6.27544613638	-7.88566118113	-6.50974541241	-6.0979421457
NM_175876	EXOC8	2178	2178	-4.41381029246	-4.93340151509	-4.59469133055	-5.83718457523	-7.86678040255	-7.95310246872	-5.8602548154
NM_006417	IFI44	1335	1335	-4.77287817167	-5.33827759521	-4.95421200944	-6.08300861598	-7.56596483725	-6.50012537183	-6.07283142512
NM_015306	USP24	7863	7863	-4.05099999343	-4.6235408889	-4.2197109251	-5.3178929289	-7.67960868038	NA	-5.30272441515
NM_001014443	USP21	1698	1698	-4.52609879869	-5.18973722769	-4.68317308526	-5.68749450967	-7.66301554055	-6.29947408796	-5.96837500491
NM_005099	ADAMTS4	2514	2514	-4.37931867101	-4.93077410589	-4.54658147682	-5.90785073315	-7.68870821183	-6.4425721882	-5.79794741747
NM_001127181	CENPL	1173	1173	-4.94137772772	-5.52125951987	-5.11590868052	-6.20365168196	-7.72597712993	-6.87968926197	-6.1290146787
NM_016343	CENPF	9345	9345	-3.97236084594	-4.53062539781	-4.14953274584	-5.26584027353	-7.72584815194	-6.10247513545	-5.22773338511
NM_173083	LIN9	1677	1677	-4.63215673604	-5.23291729359	-4.80737049832	-5.94213106189	-7.74493607565	-6.1340701817	-5.97377962821
NM_014935	PLEKHA6	3147	3147	-4.31750883065	-4.88842168385	-4.4823885212	-5.82105603804	NA	-6.11488455763	-5.70041594791
NM_001905	CTPS	1776	1776	-4.61288260999	-5.18830934808	-4.79000749637	-6.02228580232	-7.669627712	-6.14643908038	-5.94886972938
NM_178354	LCE1F	357	357	-5.26401950166	-5.81473521441	-5.42822110093	-6.84062872837	-7.74796649125	-7.69988657957	-6.64564447471
NM_178352	LCE1D	345	345	-5.30104843625	-5.84857437571	-5.4663114469	-6.89347101065	-7.75212775324	-7.70404784155	-6.66049359575
NM_178353	LCE1E	357	357	-5.36296513676	-5.92487448402	-5.52577426162	-6.89035541275	-7.74793937065	-7.69985945897	-6.64564447471
NM_178349	LCE1B	357	357	-5.34672566438	-5.92004783636	-5.50411084438	-6.87799603637	-7.86556177396	-7.69986276039	-6.64564447471
NM_178351	LCE1C	357	357	-5.32809269101	-5.88325778744	-5.49206415832	-6.87354623541	-7.74793203208	-7.76262407425	-6.64564447471
NM_001009931	HRNR	8553	8553	-3.83876155388	-4.3573928477	-4.03605127264	-5.04842166797	-7.72553377085	-7.35195347163	-5.26619421879
NM_178348	LCE1A	333	333	-5.33804914882	-5.88554400128	-5.50549762938	-6.88096843705	-7.74762509052	-7.74440798098	-6.67586845731
NM_173858	VN1R5	1074	1074	-4.92609840639	-5.50488111545	-5.08157062061	-6.39776190135	-7.39479993876	NA	-6.16730840946
NM_006694	JTB	441	441	-5.14885252006	-5.74436736131	-5.31717931741	-6.56325419792	-7.59169802518	-6.74415959267	-6.55387410135
NM_032648	FAM167B	492	492	-5.14359144724	-5.69421179096	-5.32216277435	-6.4483493967	NA	-7.35677727528	-6.50634758805
NM_021189	CADM3	1299	1299	-4.70205688571	-5.21714536902	-4.89489656312	-6.17981634133	-7.67953439033	-6.4282183442	-6.08470353975
NM_001036645	HHLA3	345	345	-5.20757259906	-5.72954202629	-5.38325723693	-6.89353908955	-7.58083531853	-7.34793572408	-6.66049359575
NM_001135638	PIP5K1A	1689	1689	-4.58496806252	-5.15069170606	-4.76095045111	-6.01240524663	-7.84455389518	-6.2152723556	-5.97068304125
NM_178547	ZBTB8OS	540	540	-5.1399921683	-5.6886119737	-5.3412747399	-6.43653699207	-7.8958920597	-6.58496390015	-6.465918931
NM_153812	PHF13	903	903	-4.75899670683	-5.27860125876	-4.93731157154	-6.35128394894	-7.6807772325	-6.87242682922	-6.24262494051
NM_198447	GOLT1A	399	399	-5.14505368444	-5.63347682805	-5.35526608061	-6.94849788225	-7.74845989323	-6.53524842544	-6.59733979513
NM_001135181	SLC5A9	2121	2121	-4.46016981894	-4.9772448433	-4.65328650051	-5.99358629778	-7.65059611992	-6.06221525878	-5.8717720223
NM_001409	MEGF6	4626	4626	-4.09145759814	-4.57481207848	-4.29310645427	-5.73948228132	-7.70279545574	-5.78790910743	-5.53310706239
NM_018211	RAVER2	2037	2037	-4.65210251925	-5.21498469456	-4.83805152924	-5.92468712714	-7.74528497832	-6.34029397214	-5.88932166182
NM_006492	ALX3	1032	1032	-4.82113495779	-5.34482840562	-4.99661135846	-6.46642404971	-7.65072448332	-6.87472243406	-6.18463299353
NM_001146181	LOC649330	882	882	-4.90300376263	-5.4886102521	-5.06409962186	-6.22637946693	-7.89486973836	-7.66043564837	-6.25284410569
NM_001039211	ATAD3C	1236	1236	-5.36789523469	-5.81756895866	-5.58028516001	-6.928777474	-7.74234010698	NA	-6.10629422007
NM_031921	ATAD3B	1947	1947	-4.40000728256	-4.92317406465	-4.58355007779	-5.987142017	-7.69034093082	-6.13314959448	-5.9089467393
NM_018188	ATAD3A	1905	1905	-4.43130541114	-4.95271640031	-4.61787812353	-6.03880585967	-7.74130264166	-6.06889472834	-5.91841771081
NM_152890	COL24A1	5145	5145	-4.20794966802	-4.79646822506	-4.38917755681	-5.62354406209	-7.83377410152	-5.55851000714	-5.48692731172
NM_016074	BOLA1	414	414	-4.99906696246	-5.48134623406	-5.19002133372	-6.65499326697	-7.74968837939	-7.60013878472	-6.5813123497
NM_201649	SLC6A9	2121	2121	-4.41177521458	-4.91547589214	-4.60209741064	-6.0628978291	-7.60112264389	-6.14923030261	-5.8717720223
NM_001097611	KNCN	306	306	-5.39171022519	-5.86744923617	-5.5727953752	-7.57484621537	NA	NA	-6.71259126434
NM_144573	NEXN	2028	2028	-4.61464058323	-5.25074075365	-4.78491146522	-5.75273321925	-7.88555311265	-6.31606988108	-5.89124474016
NM_198493	ANKRD45	801	801	-5.03865906528	-5.64608612118	-5.20078336969	-6.40027570138	-7.74857126001	-6.75590857213	-6.29468017474
NM_003493	HIST3H3	411	411	-4.94362859006	-5.49754179908	-5.09904619822	-6.67575937251	-7.71354850969	-7.83231756928	-6.58447086894
NM_000674	ADORA1	981	981	-4.72451038484	-5.20422083967	-4.91252984335	-6.50663349492	-7.67994920546	-7.34075310712	-6.20664368344
NM_001008493	ENAH	1776	1776	-4.64536977216	-5.28197800801	-4.80498589942	-5.93612957175	-7.56628030831	-6.26015482524	-5.94886972938
NM_032449	CC2D1B	2577	2577	-4.39507323147	-4.94440377883	-4.57780306963	-5.82099845778	-7.72287919803	-6.02959454595	-5.78719827227
NM_001024948	FNBP1L	1656	1656	-4.73601717807	-5.32143069601	-4.89700826903	-6.0437251855	-7.86649626897	NA	-5.97925235837
NM_015014	RBM34	1293	1293	-4.69968520256	-5.24254968241	-4.88162709871	-6.17502333287	-7.68800376055	-6.37234168574	-6.08671416594
NM_003680	YARS	1587	1587	-4.64999163858	-5.1906497756	-4.83331414964	-6.14726868375	-7.71308983884	-6.27544600194	-5.99773576407
NM_004442	EPHB2	2964	2964	-4.22501294046	-4.74376372791	-4.40193348645	-5.91041953744	-7.71019960151	-6.19246024879	-5.72643449151
NM_170743	IL28RA	1563	1563	-4.67616563277	-5.19356100997	-4.85935594588	-6.19920697364	-7.72211354071	-6.70109997456	-6.0043537128
NM_001618	PARP1	3045	3045	-4.31846353336	-4.82384790663	-4.51380567031	-5.84468185935	-7.83462035667	-6.02107773719	-5.71472539385
NM_003748	ALDH4A1	1692	1692	-4.51030947838	-4.99949535839	-4.70869944322	-6.17285421441	-7.72149220693	-6.20638683356	-5.96991233212
NM_005424	TIE1	3417	3417	-4.20963985405	-4.75422725494	-4.38157850711	-5.79107852084	-7.74399499995	-6.03217287264	-5.66466771202
NM_001198994	NADK	1776	1776	-4.55457694368	-5.03558091652	-4.75097286365	-6.29528604256	-7.71471257286	-6.39143683249	-5.94886972938
NM_004468	FHL3	843	843	-4.8022999855	-5.3473289434	-4.97753556888	-6.26316705064	-7.87714964712	-6.74199902273	-6.2724851162
NM_001080484	KIAA1751	2289	2289	-4.35408624582	-4.86787861879	-4.54192778449	-5.90175861343	-7.71087015025	-6.14966662944	-5.83866689815
NM_020699	GATAD2B	1782	1782	-4.58199259898	-5.20374277394	-4.73861160724	-5.90433092608	-7.68843278674	-6.39292549693	-5.94740499112
NM_005814	GPA33	960	960	-4.7678677896	-5.28460410212	-4.96727518439	-6.25626856684	-7.66272525117	-6.28850475979	-6.21604145778
NM_001113347	ECE1	2277	2277	-4.42014434464	-4.92761723755	-4.61135941007	-6.03727245788	-7.84311916434	-6.10225677804	-5.84094966021
NM_022836	DCLRE1B	1599	1599	-4.64956788643	-5.21845866934	-4.81420845523	-6.06035294951	-7.74910216842	-6.8677499171	-5.99446422707
NM_001010969	CYP4A22	1560	1560	-4.6365744006	-5.20145085855	-4.81134725827	-6.07062987382	-7.77785792918	-6.30558566133	-6.00518809247
NM_001004690	OR2M5	939	939	-4.92823713101	-5.53754097311	-5.06729998143	-6.53643339471	-7.7214759805	-7.65513940476	-6.22564709855
NM_017504	OR2M4	936	936	-4.93601728337	-5.50690678804	-5.09120464825	-6.50347542297	-7.55370989968	-7.56087715448	-6.22703684208
NM_001004691	OR2M7	939	939	-4.94814329666	-5.55957389208	-5.08760179671	-6.51888410076	-7.77677755149	-7.73241412869	-6.22564709855
NM_001004689	OR2M3	939	939	-4.92866063944	-5.53494364577	-5.06843485759	-6.54606362405	-7.7214759805	-7.65845556921	-6.22564709855
NM_001004688	OR2M2	1044	1044	-4.89254097565	-5.48367101112	-5.03763783964	-6.50947977875	-7.84517481602	-7.51753208063	-6.17961219215
NM_017825	ADPRHL2	1092	1092	-4.87828829785	-5.40656732324	-5.05482990721	-6.55079773165	-7.69704397014	-6.70343722036	-6.16009005245
NM_007260	LYPLA2	696	696	-4.90778993663	-5.42876780157	-5.10161354992	-6.63286713271	-7.84604199127	-6.32004081918	-6.35570345121
NM_016066	GLRX2	498	498	-5.16166647356	-5.7217551362	-5.33416468645	-6.63211364093	-7.65015893396	-6.97608059085	-6.50108334806
NM_002036	DARC	1011	1011	-4.9118831657	-5.42174191157	-5.09322918791	-6.48335039609	-7.69313806596	-7.33882004609	-6.19356153523
NM_002966	S100A10	294	294	-5.45690945909	-6.00062547941	-5.62756560396	-7.12753030001	-7.69150106376	-7.38443378097	-6.72996536041
NM_001024210	S100A13	297	297	-5.40974935941	-5.91712620514	-5.59646557376	-7.04462223851	-7.83332136064	-7.34558628104	-6.7255562415
NM_005621	S100A12	279	279	-5.48127541486	-6.02203802861	-5.65701533261	-7.07402528284	-7.69117878384	-7.3611102753	-6.75270848755
NM_020672	S100A14	315	315	-5.31699746072	-5.85135657517	-5.49417542515	-7.00814451088	-7.74492687551	-7.04447759539	-6.70000213703
NM_080388	S100A16	312	312	-5.28635241095	-5.80002233591	-5.46681777242	-6.96791492545	-7.67980122514	-7.34556346405	-6.7041580968
NM_001242673	AHCYL1	1452	1452	-4.65062649406	-5.24267465945	-4.82991162419	-5.935886788	-7.8677556797	-6.17448446496	-6.03634607446
NM_001748	CAPN2	2103	2103	-4.44225806004	-4.94177060463	-4.64659745986	-5.9890463812	-7.78134983445	-5.96685255205	-5.87547341813
NM_016452	CAPN9	1995	1995	-4.49150260154	-5.01642569471	-4.68680342298	-6.00484606331	-7.74413590841	-5.98146145571	-5.8983697908
NM_015172	PRRC2C	8454	8454	-4.02226703894	-4.62942033004	-4.18360263239	-5.22243895689	-7.88424307665	NA	-5.27125044733
NM_001123395	CLDN19	636	636	-4.96334481835	-5.44341575787	-5.16480752653	-6.51805870142	NA	-6.87671662248	-6.39485557517
NM_032563	LCE3D	279	279	-5.35966899576	-5.92514846347	-5.5310429941	-6.70295310103	-7.68167742906	-7.76261018813	-6.75270848755
NM_178435	LCE3E	279	279	-5.35684494151	-5.91213176748	-5.53083038356	-6.72476928472	-7.66896030391	-7.762623044	-6.75270848755
NM_178431	LCE3A	270	270	-5.36710249569	-5.95279967838	-5.51817421861	-6.96756469918	-7.68164393898	-7.73756880852	-6.76694892666
NM_178433	LCE3B	288	288	-5.43329110408	-6.0096836824	-5.6082465813	-6.70050224323	-7.7081163168	-7.58777581123	-6.73892020306
NM_178434	LCE3C	285	285	-5.43081541128	-6.02050012432	-5.58372196088	-6.99461369227	-7.70811705521	-7.58777654965	-6.74346783081
NM_001040197	AGTRAP	444	444	-5.08914892328	-5.64226474431	-5.26832281303	-6.55882453218	-7.72173676387	-6.74702128471	-6.55092972071
NM_002065	GLUL	1122	1122	-4.73587627857	-5.34962060996	-4.88217005558	-6.26046275977	-7.89572293541	-6.6549302564	-6.1483198339
